OBJECTID,Early_Yr,Late_Yr,GNIS_ID,GNIS_Name,Shape__Length
4544,2004,2004,00228387,McKee Creek,1077.85259191672
4545,2004,2004,00228663,Mill Creek,806.983486031822
4546,2004,2004,00228669,Mill Creek,5404.38356960823
4547,2004,2004,00228689,Mill Creek,3354.92462574168
4548,2004,2004,00228690,Mill Creek,334.138661669613
4549,2004,2004,00228693,Mill Creek,14728.2836285626
4550,2004,2004,00228731,Miller Creek,4760.49468132359
4551,2004,2004,00228769,Mills Creek,5214.87311865098
4552,2004,2004,00228905,Molino Creek,348.697730394242
4553,2004,2004,00229513,Newell Creek,1577.33597419275
4554,2004,2004,00229783,Norton Creek,1610.17814545107
4555,2004,2004,00229945,Oil Creek,1675.41708988581
4556,2004,2004,00230300,Panther Creek,377.303112336567
4557,2004,2004,00230478,Peña Creek,641.955730521923
4558,2004,2004,00230550,Pescadero Creek,8682.89409979509
4559,2004,2004,00230562,Peters Creek,6283.41577291367
4560,2004,2004,00230927,Pool Creek,4544.84800856439
4561,2004,2004,00231024,Prairie Creek,3659.7705323797
4562,2004,2004,00231050,Price Creek,8399.88499534163
4563,2004,2004,00231085,Pullen Creek,2868.46806931326
4564,2004,2004,00231121,Quarry Creek,407.733280676865
4565,2004,2004,00231421,Redwood Creek,0.22928567571117
4566,2004,2004,00231426,Redwood Creek,847.133846285682
4567,2004,2004,00231429,Redwood Creek,11227.0493100999
4568,2004,2004,00231431,Redwood Creek,11.4508721360153
4569,2004,2004,00231432,Redwood Creek,1842.44220446817
4570,2004,2004,00231687,Robinson Creek,2411.2480074188
4571,2004,2004,00232064,Ryan Creek,2920.53955460344
4572,2004,2004,00232480,San Vicente Creek,1115.38022792997
4573,2004,2004,00232563,Santa Rosa Creek,1504.33480221876
4574,2004,2004,00232602,Sausal Creek,0.303879995185382
4575,2004,2004,00232645,Schell Creek,3623.55026281346
4576,2004,2004,00232722,Scott Creek,5837.09757413788
4577,2004,2004,00232754,Seal Creek,1843.78310639171
4578,2004,2004,00233236,Slate Creek,270.13359291647
4579,2004,2004,00233643,Casserly Creek,1065.15389028081
4580,2004,2004,00233707,Conn Creek,2607.83487748465
4581,2004,2004,00233742,Crow Creek,12468.3735974877
4582,2004,2004,00233910,Freshwater Creek,4468.41593964801
4583,2004,2004,00233963,Grizzly Creek,327.560376505258
4584,2004,2004,00234307,Milliken Creek,1138.94666539203
4585,2004,2004,00234667,Sebbas Creek,3345.41319067027
4586,2004,2004,00234825,Soda Creek,32.1520328874169
4587,2004,2004,00234970,South Fork Bear River,6679.34210679013
4588,2004,2004,00235038,South Fork Pacheco Creek,1999.31456904541
4589,2004,2004,00235596,String Creek,2679.34112990036
4590,2004,2004,00235606,Strongs Creek,4144.43760151158
4591,2004,2004,00235706,Sulphur Creek,592.127729367404
4592,2004,2004,00235712,Sulphur Creek,8334.21930614898
4593,2004,2004,00236122,Tequisquita Slough,3926.31829184936
4594,2004,2004,00236262,Thompson Creek,1765.68020056554
4595,2004,2004,00236267,Thompson Creek,4408.71475442041
4596,2004,2004,00236624,Tunitas Creek,4913.83468791758
4597,2004,2004,00236724,Two Bar Creek,5644.87661345756
4598,2004,2004,00236924,Upper South Fork Little River,2995.33452608106
4599,2004,2004,00237147,Wages Creek,3322.37025075128
4600,2004,2004,00237227,Ward Creek,1589.88634978501
4601,2004,2004,00237336,Waterman Creek,861.867294748013
4602,2004,2004,00237483,West Fork Sproul Creek,1877.04425879614
4603,2004,2004,00237525,West Side Creek,2923.14123057158
4604,2004,2004,00237537,West Waddell Creek,7.63801997921389
4605,2004,2004,00237667,White Rock Creek,4402.9830899703
4606,2004,2004,00237808,Wilder Creek,891.44689784305
4607,2004,2004,00238220,Yager Creek,2349.20570144791
4608,2004,2004,00238269,York Creek,5251.70537703602
4609,2004,2004,00238308,Zayante Creek,3221.13880541723
4610,2004,2004,00241256,Danish Creek,3230.75822483827
4611,2004,2004,00243948,Jack Creek,7548.95413649336
4612,2004,2004,00244675,Lawrence Creek,2218.81384627876
4613,2004,2004,00247526,Piney Creek,1850.01941873296
4614,2004,2004,00248799,San Benito River,142044.400257665
4615,2004,2004,00250266,Tassajara Creek,2854.25468564619
4616,2004,2004,00253662,Davis Creek,5056.16592389408
4617,2004,2004,00253859,Singley Creek,6749.91146682796
4618,2004,2004,00253866,Browns Creek,103.159234732108
4619,2004,2004,00253912,Soquel Creek,1294.18988555323
4620,2004,2004,00253918,South Fork Eel River,8030.93313221231
4621,2004,2004,00253944,Suisun Creek,22298.8164956058
4622,2004,2004,00253967,Tembladero Slough,2638.10119332841
4623,2004,2004,00254800,Crystal Creek,1088.25834127301
4624,2004,2004,00255014,Railroad Creek,1339.72926050847
4625,2004,2004,00255164,Tulucay Creek,0.105975706066463
4626,2004,2004,00255208,Walker Creek,387.267761777675
4627,2004,2004,00257104,Black Butte River,2046.32421458326
4628,2004,2004,00258094,Cave Creek,3973.03188615349
4629,2004,2004,00258474,Clover Creek,4742.38658672851
4630,2004,2004,00259846,Elk Creek,3288.14625693824
4631,2004,2004,00262873,Long Prairie Creek,1573.84618259041
4632,2004,2004,00263173,Maple Creek,235.161085403978
4633,2004,2004,00264319,Old Cow Creek,7616.45286599808
4634,2004,2004,00264475,Panther Creek,1039.53614358529
4635,2004,2004,00267307,Snow Camp Creek,169.408723633035
4636,2004,2004,00267412,South Cow Creek,4781.44525736685
4637,2004,2004,00267415,South Dobbyn Creek,1811.73993107918
4638,2004,2004,00268345,Tomki Creek,15556.6012876758
4639,2004,2004,00270301,Carmel River,150.032721740759
4640,2004,2004,00272129,Little Sur River,3955.42772887504
4641,2004,2004,00273490,San Jose Creek,11888.6547841552
4642,2004,2004,00274208,Tularcitos Creek,12177.5095464151
4643,2004,2004,01657225,Foss Creek,1549.68344713038
4644,2004,2004,01657226,Norton Slough,1641.41512031001
4645,2004,2004,01657256,Ca¿on Creek,824.823707595416
4646,2004,2004,01872723,Gold Gulch Creek,2983.61536714289
4647,2004,2004,,,52.239242946935
4648,2004,2004,,,240.57965716387
4649,2004,2004,,,647.132755921867
4650,2004,2004,,,728.160657492862
4651,2004,2004,,,938.469701716157
4652,2004,2004,,,4080.34002903623
4653,2004,2004,,,73.6229603338256
4654,2004,2004,,,1658.07542982487
4655,2004,2004,,,1896.51259914631
4656,2004,2004,,,67.5088715932499
4657,2004,2004,,,74.1892239103234
4658,2004,2004,,,5440.99110773571
4659,2004,2004,,,452.330752567667
4660,2004,2004,,,763.710641935592
4661,2004,2004,,,1179.7693634919
4662,2004,2004,,,504.92438094578
4663,2004,2004,,,1020.79528790679
4664,2004,2008,,,247.348013080921
4665,2004,2004,,,1750.96939340986
4666,2004,2004,,,680.291201470101
4667,2004,2004,,,1083.85396440934
4668,2004,2004,,,1455.26707343422
4669,2004,2004,,,2837.10853216951
4670,2004,2004,,,862.3888615389
4671,2004,2004,,,641.895672271149
4672,2004,2004,,,3350.33216287916
4673,2004,2004,,,280.053851680107
4674,2004,2004,,,580.745287771941
4675,2004,2004,,,362.763688100538
4676,2004,2004,,,69.8959697089702
4677,2004,2004,,,820.617069532513
4678,2004,2004,,,369.763210482071
4679,2004,2004,,,271.316405476524
4680,2004,2004,,,268.927131289728
4681,2004,2004,,,1358.26673198763
4682,2004,2004,,,5411.01983845318
4683,2004,2004,,,818.259033935619
4684,2004,2004,,,44.5332587412879
4685,2004,2004,,,4507.36958643698
4686,2004,2004,,,1877.44186827454
4687,2004,2004,,,659.91786544497
4688,2004,2004,,,1987.0107715893
4689,2004,2004,,,14298.8145937541
4690,2004,2004,,,150.152436315053
4691,2004,2004,,,187.739431757654
4692,2004,2004,,,295.989808660473
4693,2004,2004,,,372.037758694825
4694,2004,2004,,,149.142045466201
4695,2004,2004,,,180.271989733131
4696,2004,2004,,,215.131291779634
4697,2004,2004,,,109.968199630009
4698,2004,2004,,,51.1533284045336
4699,2004,2004,,,126.649242332823
4700,2004,2004,,,157.704992936603
4701,2004,2004,,,2453.24531880172
4702,2004,2004,,,411.471831258334
4703,2004,2004,,,435.588268641102
4704,2004,2004,,,1039.29643049097
4705,2004,2004,,,697.055031666041
4706,2004,2004,,,156.76181290359
4707,2004,2004,,,271.267503682345
4708,2004,2004,,,296.431944247432
4709,2004,2004,,,185.359610104406
4710,2004,2004,,,127.554078441288
4711,2004,2004,,,254.357865610476
4712,2004,2004,,,639.862089631312
4713,2004,2004,,,284.281473891579
4714,2004,2004,,,194.684221624333
4715,2004,2004,,,591.566087402975
4716,2004,2004,,,51.3060475206709
4717,2004,2004,,,112.808604537867
4718,2004,2004,,,330.699294554821
4719,2004,2004,,,173.774818021157
4720,2004,2004,,,274.865356253238
4721,2004,2004,,,158.711774204692
4722,2004,2004,,,194.672387752732
4723,2004,2004,,,107.034605944702
4724,2004,2004,,,34.5916918026474
4725,2004,2004,,,138.868130978359
4726,2004,2004,,,28.4755372138263
4727,2004,2004,,,186.224273771829
4728,2004,2004,,,128.147973232396
4729,2004,2004,,,99.4372946264766
4730,2004,2004,,,279.990159724359
4731,2004,2004,,,345.694715356539
4732,2004,2004,,,190.883077388272
4733,2004,2004,,,225.814348347294
4734,2004,2004,,,205.269756974849
4735,2004,2004,,,724.791866167032
4736,2004,2004,,,638.905369919645
4737,2004,2004,,,1104.67978245736
4738,2004,2004,,,154.001374747067
4739,2004,2004,,,619.684168141025
4740,2004,2004,,,572.537500001908
4741,2004,2004,,,627.783286382965
4742,2004,2004,,,274.629667889079
4743,2004,2004,,,331.691976434895
4744,2004,2004,,,123.463932831268
4745,2004,2004,,,85.6673544239086
4746,2004,2004,,,80.9597499960619
4747,2004,2004,,,539.32846153349
4748,2004,2004,,,805.840418414734
4749,2004,2004,,,241.963129514455
4750,2004,2004,,,10970.548247454
4751,2004,2004,,,666.196118758075
4752,2004,2004,,,3764.45160381028
4753,2004,2004,,,2344.8623932266
4754,2004,2004,,,461.375385049117
4755,2004,2004,,,115.928169021931
4756,2004,2004,,,252.502289399795
4757,2004,2004,,,256.027510660732
4758,2004,2004,,,12210.238625369
4759,2004,2005,00219821,Bridge Creek,595.782398379993
4760,2004,2005,00221741,Coyote Creek,3293.45730616773
4761,2004,2005,00222456,Doe Creek,908.811584703524
4762,2004,2005,00223071,Elder Creek,14326.5063860189
4763,2004,2005,00223423,Feather River,83147.3082268306
4764,2004,2005,00224932,Hare Creek,2162.30371702027
4765,2004,2005,00225359,Hinebaugh Creek,5113.10108700697
4766,2004,2005,00225708,Howe Creek,3167.203888775
4767,2004,2005,00226297,Johnson Creek,731.139430140962
4768,2004,2005,00226796,Lake Creek,886.502949046654
4769,2004,2005,00227315,Little North Fork North Branch North Fork Elk River,924.094655872842
4770,2004,2005,00227373,Little South Fork Elk River,815.433155993894
4771,2004,2005,00227621,Long Valley Creek,10442.6630277126
4772,2004,2005,00228455,McWhinney Creek,250.997544355113
4773,2004,2005,00228585,Middle Creek,4548.41535952825
4774,2004,2005,00228902,Mokelumne River,711.678763433616
4775,2004,2005,00229640,North Fork Battle Creek,7296.15956499701
4776,2004,2005,00229642,North Fork Bear Creek,11087.4093590434
4777,2004,2005,00229976,Old Mill Creek,815.687680780611
4778,2004,2005,00230023,Olney Creek,15258.7614464558
4779,2004,2005,00232304,Salt Creek,43.4124225934237
4780,2004,2005,00232313,Salt Creek,4950.20240102509
4781,2004,2005,00233731,Cox Spillway,194.489580501048
4782,2004,2005,00233799,Dry Creek,630.687697549812
4783,2004,2005,00233816,East Branch South Fork Eel River,0.192862255018899
4784,2004,2005,00234067,Indian Creek,5000.10611137853
4785,2004,2005,00234370,North Fork Dry Creek,2108.28448257349
4786,2004,2005,00236296,Thorps Creek,609.327830344786
4787,2004,2005,00238295,Yuba River,2064.38998009739
4788,2004,2005,00254562,American River,44572.5741284113
4789,2004,2005,00255171,Tuolumne River,1573.82047074715
4790,2004,2005,00255171,Tuolumne River,57242.015797634
4791,2004,2005,00255171,Tuolumne River,268.727754467451
4792,2004,2005,00255171,Tuolumne River,5557.75757140061
4793,2004,2005,00257933,Canon Creek,6943.86899907344
4794,2004,2005,00258365,Churn Creek,25367.6431740295
4795,2004,2005,00258433,Clear Creek,37798.5580183074
4796,2004,2005,00263526,Middle Fork Eel River,1553.94296114016
4797,2004,2005,00264132,North Fork Antelope Creek,3781.51043411943
4798,2004,2005,00264294,Oak Run Creek,19704.519021208
4799,2004,2005,00264579,Paynes Creek,20349.8961596518
4800,2004,2005,00266522,Butte Creek,16970.9089822046
4801,2004,2005,00267422,South Fork Antelope Creek,6810.19428841315
4802,2004,2005,00267673,Stanislaus River,82151.9071900065
4803,2004,2005,00267892,Sulphur Creek,5712.19380151045
4804,2004,2005,00269120,Williams Creek,6790.83693700793
4805,2004,2005,00272412,Merced River,279.644178614888
4806,2004,2005,00272412,Merced River,200.61501869784
4807,2004,2005,00272412,Merced River,309.617219495046
4808,2004,2005,00272412,Merced River,1572.18263147406
4809,2004,2005,00272412,Merced River,15578.7333764932
4810,2004,2005,00272412,Merced River,2434.26424946386
4811,2004,2005,00272412,Merced River,5517.86731429885
4812,2004,2005,00273488,San Joaquin River,46.6680487219346
4813,2004,2005,00273722,Sisar Creek,738.295266335245
4814,2004,2005,01654924,Littlejohns Creek,30863.5166851474
4815,2004,2005,01654949,Sacramento River,534.838907500684
4816,2004,2005,01655002,San Mateo Creek,1405.90915533958
4817,2004,2005,,,735.987138163452
4818,2004,2005,,,1358.13021296009
4819,2004,2005,,,30226.8812269138
4820,2004,2005,,,283.652113296612
4821,2004,2005,,,123.214035933751
4822,2004,2005,,,2155.41905281806
4823,2004,2005,,,231.314918655956
4824,2004,2005,,,169.988182865022
4825,2004,2005,,,1360.0697042239
4826,2004,2005,,,439.336580681686
4827,2004,2005,,,539.938582915621
4828,2004,2005,,,2810.50096802103
4829,2004,2005,,,264.511336715075
4830,2004,2005,,,316.491932188953
4831,2004,2005,,,1682.97380542734
4832,2004,2005,,,15083.2482934624
4833,2004,2005,,,7352.33669390633
4834,2004,2005,,,416.765236693969
4835,2004,2005,,,2878.04412323684
4836,2004,2005,,,503.416710446538
4837,2004,2005,,,637.131417152683
4838,2004,2005,,,883.771569985772
4839,2004,2005,,,774.516320457369
4840,2004,2005,,,577.455145197725
4841,2004,2005,,,1104.35102683056
4842,2004,2005,,,6268.06091662456
4843,2004,2005,,,170.803053157732
4844,2004,2005,,,605.533901419911
4845,2004,2005,,,621.542431130547
4846,2004,2005,,,339.562353685978
4847,2004,2005,,,265.817885183157
4848,2004,2005,,,2014.80094440969
4849,2004,2005,,,8777.07200184013
4850,2004,2005,,,840.949865416574
4851,2004,2005,,,1763.8096472032
4852,2004,2005,,,3062.1023773826
4853,2004,2005,,,1246.43419836334
4854,2004,2005,,,354.76544395343
4855,2004,2005,,,402.34658796314
4856,2004,2005,,,173.210866388458
4857,2004,2005,,,59.6686546488263
4858,2004,2005,,,55.1800742738391
4859,2004,2005,,,113.126042383699
4860,2004,2005,,,3719.9733978921
4861,2004,2005,,,105.24628338276
4862,2004,2005,,,28.6905527361394
4863,2004,2005,,,261.66067034619
4864,2004,2005,,,863.616535678564
4865,2004,2005,,,34577.0353163808
4866,2004,2005,,,452.479009670303
4867,2004,2005,,,1649.78774986137
4868,2004,2005,,,589.7076476881
4869,2004,2005,,,64.1611906284493
4870,2004,2005,,,786.865462940942
4871,2004,2005,,,922.669730163685
4872,2004,2005,,,498.098454919782
4873,2004,2005,,,240.893653710882
4874,2004,2005,,,238.617700055041
4875,2004,2005,,,466.072968184058
4876,2004,2005,,,63.2380608225823
4877,2004,2005,,,967.209999961735
4878,2004,2005,,,816.805336710226
4879,2004,2005,,,5234.88635015288
4880,2004,2005,,,8883.08620304179
4881,2004,2005,,,1278.5188057106
4882,2004,2005,,,181.216351306921
4883,2004,2005,,,6719.94792166406
4884,2004,2005,,,345.432773485098
4885,2004,2005,,,544.343563070978
4886,2004,2005,,,565.063888500517
4887,2004,2005,,,311.898974440419
4888,2004,2005,,,362.271268858428
4889,2004,2005,,,436.474342883496
4890,2004,2005,,,169.371344402638
4891,2004,2005,,,168.572257592537
4892,2004,2005,,,226.293511038108
4893,2004,2005,,,132.786279956934
4894,2004,2005,,,330.689783402905
4895,2004,2005,,,167.226617690661
4896,2004,2005,,,339.829750564346
4897,2004,2005,,,605.807493672666
4898,2004,2005,,,1943.93874909285
4899,2004,2005,,,199.475852684068
4900,2004,2005,,,591.29112647726
4901,2004,2005,,,349.386008592078
4902,2004,2005,,,654.297571027268
4903,2004,2005,,,290.375150530298
4904,2004,2005,,,1910.96306510252
4905,2004,2005,,,434.655621215718
4906,2004,2005,,,414.4295019468
4907,2004,2005,,,419.434747422659
4908,2004,2005,,,491.304434975689
4909,2004,2005,,,787.645483169363
4910,2004,2005,,,669.765336449861
4911,2004,2005,,,303.736153615581
4912,2004,2005,,,509.374302930089
4913,2004,2005,,,2640.96905669146
4914,2004,2005,,,310.806441758095
4915,2004,2005,,,1170.13740094841
4916,2004,2005,,,519.083934939999
4917,2004,2005,,,301.463532309238
4918,2004,2005,,,402.680967388825
4919,2004,2005,,,386.349032948476
4920,2004,2005,,,370.889114887753
4921,2004,2005,,,567.929721000451
4922,2004,2005,,,542.614226637186
4923,2004,2005,,,140.046192962189
4924,2004,2005,,,36.6429803901442
4925,2004,2005,,,1239.27434677129
4926,2004,2005,,,222.853034619108
4927,2004,2005,,,1509.7301192892
4928,2004,2005,,,181.372664487747
4929,2004,2005,,,816.2958008504
4930,2004,2006,00218825,Bear Creek,2095.18439031272
4931,2004,2006,00219444,Blanton Creek,1379.32709640026
4932,2004,2006,00220101,Bull Creek,647.834515432025
4933,2004,2006,00235062,South Fork Usal Creek,2927.1452218785
4934,2004,2007,00219820,Bridge Creek,89.2299259118597
4935,2004,2007,00220174,Burbeck Creek,478.87061697019
4936,2004,2007,00222046,Davis Creek,893.799103416553
4937,2004,2007,00225456,Hollow Tree Creek,2178.26774951557
4938,2004,2007,00226003,Islam John Creek,90.0260616663309
4939,2004,2007,00226039,Jack of Hearts Creek,4149.89364702706
4940,2004,2007,00226429,Kass Creek,3535.56688239469
4941,2004,2007,00227317,Little North Fork Noyo River,991.552627867058
4942,2004,2007,00227343,Little River,1809.65706076579
4943,2004,2007,00228580,Middle Creek,83.0953959338625
4944,2004,2007,00228671,Mill Creek,225.130900922954
4945,2004,2007,00233320,Smith Creek,1862.32571208769
4946,2004,2007,00234285,Middle Fork of North Fork Noyo River,1912.71763401008
4947,2004,2007,00237867,Willits Creek,2919.62511959595
4948,2004,2007,,,586.349276662046
4949,2004,2007,,,622.319889479552
4950,2004,2007,,,335.393808624248
4951,2005,2005,00217934,Abalobadiah Creek,765.801139705901
4952,2005,2005,00218056,Alamo Creek,26701.8066782376
4953,2005,2005,00220175,Burch Creek,8149.15696198891
4954,2005,2005,00220557,Canyon Creek,1144.73086139842
4955,2005,2005,00220559,Canyon Creek,2134.89591848343
4956,2005,2005,00221318,Cold Creek,3361.51092849625
4957,2005,2005,00221504,Coon Creek,41745.7874027466
4958,2005,2005,00222621,Dry Creek,10469.5630539502
4959,2005,2005,00223257,"Americano, Estero",3857.27663508723
4960,2005,2005,00226484,Kelsey Creek,1875.98910042517
4961,2005,2005,00227344,Little River,5762.54734375251
4962,2005,2005,00227402,Little Valley Creek,264.923660082165
4963,2005,2005,00228301,McCloud Creek,355.948840749155
4964,2005,2005,00228704,Mill Creek,8949.45866538739
4965,2005,2005,00229067,Mormon Slough,27636.1405283642
4966,2005,2005,00229656,North Fork Cottonwood Creek,11231.2685703141
4967,2005,2005,00229752,North Russian Creek,6555.40172391983
4968,2005,2005,00229903,Oat Creek,10343.9568962227
4969,2005,2005,00231582,Right Hand North Fork Salmon River,2339.43625237368
4970,2005,2005,00232792,Seiad Creek,414.053227240281
4971,2005,2005,00232832,Shackleford Creek,4496.74967947408
4972,2005,2005,00234113,Knownothing Creek,5522.59567778486
4973,2005,2005,00235177,Specimen Creek,2734.37402620442
4974,2005,2005,00235502,Stockton Diverting Canal,9972.49554925462
4975,2005,2005,00235880,Sweany Creek,6003.95526834482
4976,2005,2005,00236410,Toe Drain,10454.8237541182
4977,2005,2005,00236455,Tompkins Creek,6057.80757184731
4978,2005,2005,00236595,Tule Canal,3331.88993147928
4979,2005,2005,00238180,Wooley Creek,4867.80337608006
4980,2005,2005,00238738,"Corral, Arroyo Del",2769.20049103517
4981,2005,2005,00238741,"Puerto, Arryo del",1556.71730712561
4982,2005,2005,00238756,"Laguna, Arroyo",926.413314530543
4983,2005,2005,00239744,Brush Creek,2389.87489551593
4984,2005,2005,00243930,Islay Creek,5097.36270463402
4985,2005,2005,00243987,Jalama Creek,7188.26014150474
4986,2005,2005,00244490,Ladybug Creek,2332.71911076444
4987,2005,2005,00244938,Little Pico Creek,2104.55205770581
4988,2005,2005,00245862,Middle Fork Cottonwood Creek,2806.23219036841
4989,2005,2005,00246612,North Fork La Brea Creek,2835.79893829198
4990,2005,2005,00246620,North Fork Pico Creek,2836.43101090119
4991,2005,2005,00247249,Park Creek,367.849952070072
4992,2005,2005,00247397,Perry Creek,6140.22113094589
4993,2005,2005,00247741,Potrero John Creek,2327.80303263268
4994,2005,2005,00249525,Sisquoc River,735.347114737285
4995,2005,2005,00249716,South Fork Pico Creek,3423.48584749516
4996,2005,2005,00250674,Tule Creek,4122.32000890891
4997,2005,2005,00251044,Villa Creek,3732.11279424825
4998,2005,2005,00253252,Zaca Creek,32682.0669368487
4999,2005,2005,00254211,San Lucas Creek,3213.45090230395
5000,2005,2005,00254281,South Fork La Brea Creek,9483.90932436727
5001,2005,2005,00254371,Cuyama River,9305.42851373528
5002,2005,2005,00254689,Calaveras River,53251.332583094
5003,2005,2005,00255112,North Branch North Fork Elk River,717.206154403844
5004,2005,2005,00255440,Cayucos Creek,2993.25876627126
5005,2005,2005,00258536,Cold Fork,21933.56469947
5006,2005,2005,00258896,Crawford Creek,6278.36018175558
5007,2005,2005,00259372,Dillon Creek,5460.93898515309
5008,2005,2005,00259847,Elk Creek,11975.3860225596
5009,2005,2005,00259969,Etna Creek,9750.52906868248
5010,2005,2005,00260383,French Creek,9555.44520280007
5011,2005,2005,00260944,Grouse Creek,1648.21278841876
5012,2005,2005,00261739,Indian Creek,1420.20771149324
5013,2005,2005,00262723,Little Shasta River,3884.74816371372
5014,2005,2005,00263290,McAdam Creek,7193.1702239668
5015,2005,2005,00263614,Mill Creek,2418.81611841098
5016,2005,2005,00264558,Patterson Creek,970.076439642991
5017,2005,2005,00265740,Sainte Claire Creek,5001.48186880922
5018,2005,2005,00266018,Shadow Creek,1568.26818234462
5019,2005,2005,00266577,Clear Creek,13069.3907562945
5020,2005,2005,00266693,Empire Creek,3463.35183304526
5021,2005,2005,00266833,Humbug Creek,11991.4952924939
5022,2005,2005,00266880,Kidder Creek,13834.8973354507
5023,2005,2005,00267000,Methodist Creek,3460.95450692109
5024,2005,2005,00267464,South Fork Indian Creek,2324.71738102675
5025,2005,2005,00267500,South Fork Salmon River,5584.63710456328
5026,2005,2005,00267749,Stillwater Creek,4166.42090883853
5027,2005,2005,00267782,Stony Creek,39678.3836226731
5028,2005,2005,00268099,Taylor Creek,2007.14015893652
5029,2005,2005,00268884,West Fork Beaver Creek,3961.52139585915
5030,2005,2005,00269585,"Burro, Arroyo",5609.27167019771
5031,2005,2005,00269589,"Paredon, Arroyo",4.34597130728326
5032,2005,2005,00269609,Atascadero Creek,4350.08727611544
5033,2005,2005,00270312,Carpinteria Creek,4141.91777075593
5034,2005,2005,00270760,Davy Brown Creek,1332.07296523587
5035,2005,2005,00271140,Fish Creek,2073.95692188155
5036,2005,2005,00272123,Little Sespe Creek,2394.15919019443
5037,2005,2005,00272329,Manzana Creek,241.517463192916
5038,2005,2005,00272348,Maria Ygnacio Creek,5198.58519673143
5039,2005,2005,00272562,Morro Creek,2904.95366618363
5040,2005,2005,00273448,San Carpoforo Creek,3225.08654715233
5041,2005,2005,00273489,San Jose Creek,6570.34342625103
5042,2005,2005,00273502,San Luisito Creek,1032.26736444762
5043,2005,2005,00273510,San Pedro Creek,39.7427063249091
5044,2005,2005,00273633,Sespe Creek,5176.17461120387
5045,2005,2005,00274166,Toro Creek,5373.62936660849
5046,2005,2005,00274360,Wagner Creek,26.3274347684064
5047,2005,2005,01141547,East Fork Cottonwood Creek,11454.5117121191
5048,2005,2005,01145416,Long John Creek,1344.51950020953
5049,2005,2005,01654963,South Fork Scott River,3423.27422966003
5050,2005,2005,,,774.034713260865
5051,2005,2005,,,430.191077720469
5052,2005,2005,,,254.142295521891
5053,2005,2005,,,169.604918532618
5054,2005,2005,,,186.587999055549
5055,2005,2005,,,328.603976472435
5056,2005,2005,,,2803.46907776836
5057,2005,2005,,,190.428856175784
5058,2005,2005,,,3830.65905260474
5059,2005,2005,,,584.144630133456
5060,2005,2005,,,3040.1462546147
5061,2005,2005,,,2465.95745373908
5062,2005,2005,,,531.16413906116
5063,2005,2005,,,2576.2438441125
5064,2005,2005,,,2900.57928971882
5065,2005,2005,,,1508.48748807594
5066,2005,2005,,,335.287607110499
5067,2005,2005,,,780.682635885562
5068,2005,2005,,,306.458798894886
5069,2005,2005,,,362.97414041759
5070,2005,2005,,,3236.5763466041
5071,2005,2005,,,5193.83834855284
5072,2005,2005,,,1109.91158062323
5073,2005,2005,,,4355.05946111717
5074,2005,2005,,,5482.19081829901
5075,2005,2005,,,62.5269925595164
5076,2005,2005,,,105.037642969155
5077,2005,2005,,,1335.77312503416
5078,2005,2005,,,779.217402696977
5079,2005,2005,,,1065.24700929797
5080,2005,2005,,,230.34300357647
5081,2005,2005,,,274.649092058927
5082,2005,2005,,,3996.39189479838
5083,2005,2005,,,372.939761402649
5084,2005,2005,,,479.714556486505
5085,2005,2005,,,240.824184217084
5086,2005,2005,,,2337.56332310153
5087,2005,2005,,,2623.50580683977
5088,2005,2005,,,2536.84771563734
5089,2005,2005,,,3975.17804169518
5090,2005,2005,,,474.382635030755
5091,2005,2005,,,1046.93138373326
5092,2005,2005,,,3586.02280142341
5093,2005,2005,,,0.599500602635912
5094,2005,2005,,,11438.6989268444
5095,2005,2005,,,16900.9646819967
5096,2005,2005,,,853.722205397241
5097,2005,2005,,,3787.0000305519
5098,2005,2005,,,452.061023870197
5099,2005,2005,,,1411.72844639825
5100,2005,2005,,,477.681735831389
5101,2005,2005,,,2467.11883836258
5102,2005,2005,,,463.855277680404
5103,2005,2005,,,743.257398792644
5104,2005,2005,,,398.058941838362
5105,2005,2005,,,237.709174010451
5106,2005,2005,,,448.651338646647
5107,2005,2005,,,242.804205456062
5108,2005,2005,,,956.646346011525
5109,2005,2005,,,272.702247097774
5110,2005,2005,,,562.920629191604
5111,2005,2005,,,144.07549007743
5112,2005,2005,,,596.611456829622
5113,2005,2005,,,1224.9329962528
5114,2005,2005,,,720.795342357443
5115,2005,2005,,,1599.5135047248
5116,2005,2005,,,5559.0650544202
5117,2005,2005,,,660.865837345484
5118,2005,2005,,,22087.9212136161
5119,2005,2005,,,225.879262282545
5120,2005,2005,,,27.0557489186908
5121,2005,2005,,,11922.7509186294
5122,2005,2005,,,8523.86878996515
5123,2005,2005,,,99.1413562107711
5124,2005,2005,,,4622.64889751271
5125,2005,2005,,,4446.77741505999
5126,2005,2005,,,962.076348347166
5127,2005,2005,,,876.166393662061
5128,2005,2006,00255109,Mud Creek,12526.5189501774
5129,2005,2006,00273433,San Antonio Creek,5.95150543790009
5130,2005,2006,,,32.9018196108085
5131,2005,2006,,,33.8021726979269
5132,2005,2006,,,1712.99087365318
5133,2005,2007,00222178,Deer Creek,739.322037943249
5134,2005,2007,00227216,Little Case Creek,4801.4235427118
5135,2005,2007,00229273,Mud Springs Creek,1335.56239456416
5136,2005,2007,00233823,East Side Canal,10.4863746339613
