OBJECTID,Early_Yr,Late_Yr,GNIS_ID,GNIS_Name,Shape__Length
2792,2001,2008,00237373,Weaver Creek,8012.35573216413
2793,2003,2005,00228618,Middle River,31698.8013779439
2794,2003,2005,00254998,Old River,37778.5541981314
2795,2003,2005,,,46.4380871820864
2796,2003,2005,,,2517.79666058952
2797,2003,2005,,,290.809002428195
2798,2003,2005,,,4184.85007597479
2799,2003,2005,,,363.065182729834
2800,2003,2005,,,72.2861067775402
2801,2003,2005,,,5784.9233902994
2802,2003,2005,,,2265.92946446337
2803,2003,2005,,,8179.3432905502
2804,2003,2005,,,3754.12280643239
2805,2004,2010,00218873,Bear River,4844.89624550524
2806,2004,2004,00220102,Bull Creek,524.916685212294
2807,2004,2004,00223930,Freshwater Slough,1527.55082523198
2808,2004,2004,00226868,Larabee Creek,1165.84942684328
2809,2004,2004,00228058,Maple Creek,458.126939506562
2810,2004,2004,00265348,Redwood Creek,2698.80859914351
2811,2004,2005,00221697,Cow Creek,1937.6152536821
2812,2004,2005,00227344,Little River,1937.29162564907
2813,2004,2005,00229693,North Fork Mad River,1772.08960926024
2814,2004,2005,,,95.5653215415757
2815,2004,2006,00238220,Yager Creek,9929.79349844281
2816,1996,2006,,,162.376507762023
2817,1996,2006,,,297.944161731632
2818,1996,2006,,,577.144634531948
2819,1996,2006,,,323.820025234022
2820,1996,2006,,,261.529665124808
2821,1996,2006,,,349.72854555622
2822,1996,2006,,,796.025616579308
2823,1996,2006,,,341.637403899945
2824,2004,2007,00234966,South Fork Battle Creek,5360.22148272687
2825,2004,2007,01654949,Sacramento River,3952.18053064335
2826,2005,2005,00264205,North Fork Salmon River,1461.96579494051
2827,1956,2007,00251974,Eel River,2230.29667539307
2828,1958,2007,00229644,North Fork Big River,1.50464459712935
2829,1961,2004,00218079,Albion River,1028.70469112418
2830,1961,2005,00255123,Ten Mile River,0.0210660865316917
2831,1956,2007,00251974,Eel River,13128.0719935948
2832,1956,2007,00253918,South Fork Eel River,5972.2420257367
2833,1956,2007,,,106.636628697117
2834,1961,2005,00255123,Ten Mile River,7709.70419074364
2835,1971,2005,00248894,San Lorenzo River,3.3481295255093
2836,1952,2005,00255123,Ten Mile River,201.708777037458
2837,1956,2007,00251974,Eel River,10217.4439351643
2838,1961,2004,00218079,Albion River,782.786782370222
2839,1962,2004,01662310,North Branch North Fork Navarro River,23.1167612914865
2840,1989,2007,00266887,Klamath River,2145.05609960734
2841,1999,2007,01654949,Sacramento River,1095.36914485198
2842,1956,2007,00251974,Eel River,4439.68980727266
2843,1959,2004,00234972,South Fork Big River,3354.42863448481
2844,1961,2004,00218079,Albion River,72.2307640974556
2845,1989,2007,00266887,Klamath River,510.777967639465
2846,1999,2007,01654949,Sacramento River,5919.3410209798
2847,1999,2007,,,0.0208213825165871
2848,1956,2007,00251974,Eel River,6803.6199563414
2849,1956,2007,00267200,Russian River,61.8786288445518
2850,1999,2007,,,952.697472447922
2851,1950,2004,00229433,Navarro River,27.026261459659
2852,1961,2004,00218079,Albion River,17.9313886347263
2853,1950,2004,00229433,Navarro River,649.368081916094
2854,1989,2007,00266887,Klamath River,11369.2163818679
2855,1999,2007,01654949,Sacramento River,2083.77097971824
2856,1999,2007,,,1706.26427138028
2857,1962,2004,01662310,North Branch North Fork Navarro River,175.314352507888
2858,1964,2004,00235010,South Fork Gualala River,1795.64316879663
2859,1989,2007,00266887,Klamath River,3895.22419697455
2860,1999,2007,01654949,Sacramento River,2864.90274354733
2861,1952,2005,00255123,Ten Mile River,3311.79367734979
2862,1964,2004,00235010,South Fork Gualala River,353.107020044001
2863,1916,2005,00256059,Malibu Creek,98.805845991367
2864,1920,2005,00249134,Santa Ynez River,1095.04207142969
2865,1935,2007,,,59.8119149636716
2866,1946,2005,00241041,Coyote Creek,796.046802707584
2867,1946,2005,00250984,Ventura River,3515.40562962052
2868,1946,2006,,,646.420954033232
2869,1956,2005,00258743,Corte Madera Creek,687.780887248889
2870,1956,2005,00263526,Middle Fork Eel River,6085.50933714199
2871,1956,2007,00251974,Eel River,953.12110385387
2872,1959,2004,00230640,Pieta Creek,8577.92520393319
2873,1961,2002,00234371,North Fork Hardy Creek,4.83659562709441
2874,1961,2004,00226363,Juan Creek,35.7318156164335
2875,1962,2004,00234204,Low Gap Creek,54.5398166969182
2876,1966,2004,00225696,Howard Creek,0.108681183050781
2877,1966,2007,00267200,Russian River,1133.59044456008
2878,1967,2005,00239744,Brush Creek,21.0512904398361
2879,1969,2004,00233415,Anderson Creek,1792.70602542513
2880,1970,2004,00227384,Little Sulphur Creek,2.32068500687438
2881,1973,2004,00222846,East Austin Creek,1602.73624711218
2882,1980,2004,00234080,James Creek,84.7758539768273
2883,1981,2004,00219687,Boulder Creek,219.598441546271
2884,1981,2004,00221595,Corralitos Creek,851.990705311101
2885,1981,2004,00234882,Sonoma Creek,2439.04175998664
2886,1981,2005,00218820,Bear Creek,2082.74832254896
2887,1982,2004,00220677,Caspar Creek,2.2084804770074
2888,1983,2004,00226050,Jackass Creek,780.092334741311
2889,1983,2007,00225456,Hollow Tree Creek,1759.37260133734
2890,1986,2004,00227311,Little North Fork Big River,802.773776219287
2891,1986,2004,00227313,Little North Fork Gualala River,0.0383020908045855
2892,1986,2004,00228238,Mattole River,910.481762779778
2893,1986,2007,00227343,Little River,102.072178530536
2894,1987,2004,00223598,Fleming Creek,572.960603790715
2895,1987,2006,00235062,South Fork Usal Creek,941.241588912731
2896,1989,2004,00223983,Fuller Creek,12.9279308345957
2897,1990,2004,00237879,Willow Creek,510.703867412258
2898,1990,2005,00255305,"Sequit, Arroyo",24.6571823339682
2899,1990,2005,00271921,La Brea Creek,0.0490649562682977
2900,1992,2004,00231100,Purrington Creek,271.567396175109
2901,1992,2005,00224105,Gazos Creek,468.159832487063
2902,1992,2007,00227317,Little North Fork Noyo River,89.7618237271671
2903,1993,2004,00228118,Mark West Creek,307.572151222892
2904,1993,2004,00231421,Redwood Creek,36.2977189174791
2905,1993,2005,,,283.372199264675
2906,1994,2003,00223109,Elk Creek,1958.14941959282
2907,1994,2004,00218808,Bear Creek,48.3023208769251
2908,1994,2004,00219677,Bottom Creek,246.965647609646
2909,1994,2004,00223642,Flynn Creek,280.028734190091
2910,1994,2004,00223863,Freezeout Creek,17.4062497117695
2911,1994,2004,00227286,Little Juan Creek,31.6291770673458
2912,1994,2004,00229681,North Fork Hayworth Creek,54.7326458226618
2913,1994,2004,00231424,Redwood Creek,95.8385698117448
2914,1994,2004,00254571,Aptos Creek,658.24931794031
2915,1994,2004,,,33.0358546501851
2916,1994,2004,,,61.2024455387507
2917,1994,2004,,,118.025342438326
2918,1994,2005,00224576,Green Valley Creek,454.272736215136
2919,1994,2005,00232403,San Gregorio Creek,4126.26670373959
2920,1994,2005,00254575,"Corte Madera Del Rprsidio, Arroyo",1440.74065974049
2921,1994,2005,,,114.239697061105
2922,1994,2007,00220174,Burbeck Creek,38.8311085675581
2923,1994,2007,,,2.94426414045584
2924,1995,2004,00220029,Buckeye Creek,1681.0218820391
2925,1995,2004,00223436,Felta Creek,10.4044916397807
2926,1995,2004,00228686,Mill Creek,1.23727984023891
2927,1995,2004,00229684,North Fork Indian Creek,188.727666816181
2928,1995,2007,00226042,Jack Smith Creek,32.8351218868781
2929,1996,2004,00222756,Dutch Bill Creek,6.51981645326329
2930,1996,2004,00224171,Gilliam Creek,17.8441607548311
2931,1996,2004,00226280,John Smith Creek,2.64754177535923
2932,1996,2004,00232916,Sheephouse Creek,482.245645343232
2933,1996,2004,00234962,South Fork Albion River,955.963491111738
2934,1996,2004,00237225,Ward Creek,856.610337389083
2935,1997,2006,00246003,Mission Creek,145.822965857523
2936,1998,2004,00217920,Mad River,259.932608004778
2937,1998,2004,00224441,Grape Creek,1083.34527967411
2938,1998,2004,00230478,Pe¿a Creek,603.467532283369
2939,1999,2005,00249525,Sisquoc River,274.033538907844
2940,2000,2004,00230373,Parlin Creek,1136.98975490657
2941,2000,2007,00234367,North Fork South Fork Noyo River,4594.86364842677
2942,2000,2007,00236107,Tenmile Creek,6085.81405036862
2943,2000,2007,00253918,South Fork Eel River,3905.25110293507
2944,2001,2004,00228139,Marshall Creek,3727.32567318598
2945,2001,2007,00266799,Hayfork Creek,8679.04202058466
2946,2002,2004,00231024,Prairie Creek,369.361469330509
2947,2003,2005,00228618,Middle River,4930.42928892062
2948,2003,2005,00254998,Old River,11522.1345092839
2949,2003,2005,,,2931.59672733844
2950,2003,2005,,,347.523917480437
2951,2003,2005,,,4.28974163706111
2952,2003,2005,,,5105.32892997991
2953,2003,2005,,,772.519801532845
2954,2004,2010,00218873,Bear River,1364.231506587
2955,2004,2004,00220102,Bull Creek,3753.80301962519
2956,2004,2004,00226868,Larabee Creek,947.341497578583
2957,2004,2004,00228058,Maple Creek,1303.82950696885
2958,2004,2004,00255110,Napa River,2819.7982821237
2959,2004,2004,00265348,Redwood Creek,2107.62597155436
2960,2004,2010,,,180.480989014817
2961,2004,2005,00227344,Little River,9590.98743972926
2962,2004,2005,00229693,North Fork Mad River,1411.2372395994
2963,2004,2005,00253945,Suisun Slough,3459.32262115238
2964,2004,2005,00255115,North Fork Elk River,1514.6216109348
2965,2004,2007,00228902,Mokelumne River,9862.98692101093
2966,2005,2005,00267500,South Fork Salmon River,3969.4114542292
2967,2005,2005,00272329,Manzana Creek,3527.74529973739
2968,2005,2005,01654942,Scott River,2313.42353672197
2969,2005,2005,,,1048.2107906156
2970,1952,2005,00255123,Ten Mile River,12.262436443775
2971,1962,2004,01662310,North Branch North Fork Navarro River,21.6727260278439
2972,1956,2007,00253918,South Fork Eel River,7033.37892384863
2973,1956,2007,,,172.839281553668
2974,1956,2007,,,486.323161947118
2975,1956,2007,,,301.515296596394
2976,1956,2007,,,1211.75195331851
2977,1956,2007,,,208.213772292191
2978,1956,2007,,,181.046657424571
2979,1956,2007,00253918,South Fork Eel River,9378.63617825367
2980,1956,2007,,,485.378871492751
2981,1956,2007,,,494.609114539619
2982,1961,2004,00218079,Albion River,106.804512193389
2983,1989,2007,00266887,Klamath River,6550.66908102901
2984,1989,2007,00266887,Klamath River,3530.57779644919
2985,1989,2007,00266887,Klamath River,7589.06230771822
2986,1961,2004,00218079,Albion River,580.952301081554
2987,1989,2007,00266887,Klamath River,1491.31661910921
2988,1956,2007,00253918,South Fork Eel River,2574.84975204479
2989,1956,2007,00267200,Russian River,2594.30963594241
2990,1962,2004,01662310,North Branch North Fork Navarro River,381.389396576708
2991,1989,2007,00266887,Klamath River,1675.89834187768
2992,1956,2007,00253918,South Fork Eel River,12166.6971485966
2993,1956,2007,00267200,Russian River,3470.56430968574
2994,1956,2007,,,589.347177900512
2995,1962,2004,01662310,North Branch North Fork Navarro River,10.2389261537225
2996,1989,2007,00266887,Klamath River,825.307870491791
2997,1964,2004,00235010,South Fork Gualala River,2088.78757182552
2998,1989,2007,00266887,Klamath River,9802.48605306388
2999,1999,2007,01654949,Sacramento River,12077.4080282506
3000,1999,2007,,,74.9072729367214
3001,1999,2007,,,304.278655461446
3002,1999,2007,,,709.805372540611
3003,1999,2007,,,1748.22393662816
3004,1956,2007,00253918,South Fork Eel River,6888.31254312629
3005,1961,2004,00254865,Lagunitas Creek,710.613090285538
3006,1916,2005,00256059,Malibu Creek,50.2064829871711
3007,1935,2007,,,96.4458794512088
3008,1946,2005,,,732.687090260818
3009,1946,2006,00250984,Ventura River,7482.3686618891
3010,1946,2006,,,1053.99098515363
3011,1946,2006,,,727.686894713527
3012,1946,2006,,,100.264754177127
3013,1946,2006,,,33.0703738813159
3014,1946,2006,,,295.113009038916
3015,1946,2006,,,215.354661747929
3016,1946,2006,,,954.05537668272
3017,1946,2006,,,1041.00607126077
3018,1956,2004,00233415,Anderson Creek,487.673501764089
3019,1956,2007,00223693,Forsythe Creek,135.672154862558
3020,1956,2007,00251974,Eel River,666.094962932617
3021,1959,2004,00224100,Gates Creek,2509.40177073871
3022,1959,2004,00230640,Pieta Creek,192.487168052401
3023,1961,2004,00226363,Juan Creek,44.4240181331063
3024,1965,2004,00268665,Van Duzen River,1692.00065317249
3025,1965,2007,00232281,Salmon Creek,2107.45496757988
3026,1966,2004,00222554,Dougherty Creek,6670.76208799885
3027,1966,2004,00237147,Wages Creek,677.414220923321
3028,1967,2005,00239744,Brush Creek,2059.28209468887
3029,1970,2004,00227384,Little Sulphur Creek,1.07699632638433
3030,1973,2004,00222846,East Austin Creek,690.141981165739
3031,1975,2005,00273510,San Pedro Creek,300.479769298754
3032,1980,2004,00234080,James Creek,653.336996139469
3033,1981,2004,00220590,Carbonera Creek,2424.75962178069
3034,1981,2004,00234882,Sonoma Creek,5929.88341560857
3035,1981,2004,,,282.657706675297
3036,1982,2004,00220677,Caspar Creek,6.28162338882633
3037,1983,2004,00234972,South Fork Big River,3867.43811349506
3038,1985,2005,00255305,"Sequit, Arroyo",686.27456109983
3039,1986,2004,00227311,Little North Fork Big River,72.4174151946594
3040,1986,2004,00227313,Little North Fork Gualala River,1262.48821238
3041,1986,2004,00228238,Mattole River,503.171167795821
3042,1986,2007,00227343,Little River,4989.80391469987
3043,1987,2004,00223598,Fleming Creek,19.375356834349
3044,1987,2006,00235062,South Fork Usal Creek,1028.55483889517
3045,1989,2004,00223983,Fuller Creek,360.298194773289
3046,1990,2004,00237879,Willow Creek,303.906028967845
3047,1990,2005,00271921,La Brea Creek,13152.2526434034
3048,1992,2004,00222935,East Waddell Creek,338.915704365509
3049,1992,2004,00231100,Purrington Creek,7.21783698850483
3050,1993,2004,00228118,Mark West Creek,1256.1378126888
3051,1993,2004,00231421,Redwood Creek,495.063157388556
3052,1994,2004,00219677,Bottom Creek,77.2960697786255
3053,1994,2004,00223863,Freezeout Creek,24.1022357525609
3054,1994,2004,00225083,Hayworth Creek,1.62142126973444
3055,1994,2004,00227286,Little Juan Creek,204.833797348467
3056,1994,2004,00229637,North Fork Albion River,775.572196786854
3057,1994,2004,00254571,Aptos Creek,310.34996795134
3058,1994,2004,,,0.0230653402947395
3059,1994,2005,00224576,Green Valley Creek,59.9404535294699
3060,1994,2005,00232403,San Gregorio Creek,1207.77259257373
3061,1994,2005,00233960,Greenwood Creek,614.026157526456
3062,1994,2005,00234452,Pescadero Creek,3147.81147414418
3063,1995,2004,00223436,Felta Creek,83.620981641017
3064,1995,2004,00228686,Mill Creek,4543.78843753275
3065,1995,2004,00229684,North Fork Indian Creek,746.629478425542
3066,1995,2004,,,91.7766904426927
3067,1995,2007,00226042,Jack Smith Creek,198.083385231294
3068,1996,2004,00222756,Dutch Bill Creek,1264.44657722106
3069,1996,2004,00224171,Gilliam Creek,351.161853809446
3070,1996,2004,00232916,Sheephouse Creek,153.008045889456
3071,1996,2004,00234962,South Fork Albion River,885.225479470537
3072,1996,2004,00237225,Ward Creek,631.894958572456
3073,1997,2006,00246003,Mission Creek,1.49704093476702
3074,1998,1998,00267506,South Fork Smith River,5598.13474611424
3075,1998,2004,00224441,Grape Creek,477.581110464616
3076,1999,2005,00249525,Sisquoc River,5315.84974106774
3077,1999,2005,00272329,Manzana Creek,1037.80225864648
3078,2000,2007,00253918,South Fork Eel River,5195.11159892021
3079,2000,2007,,,100.365472159445
3080,2001,2001,00264060,New River,2178.07681075899
3081,2001,2004,00228139,Marshall Creek,727.643700611515
3082,2001,2007,00236551,Trinity River,3240.7758770801
3083,2001,2007,00249724,South Fork Trinity River,1949.43908757445
3084,2001,2007,00257996,Carr Creek,4407.02253539762
3085,2001,2007,00265769,Salt Creek,8215.28370893691
3086,2001,2007,00266799,Hayfork Creek,7367.06983989989
3087,2001,2007,,,270.454824303781
3088,2002,2004,00231024,Prairie Creek,5020.67382324302
3089,2003,2004,00273405,Salinas River,31070.1410227234
3090,2003,2004,,,228.151833029785
3091,2003,2004,,,690.757642611752
3092,2003,2004,,,480.732258146715
3093,2003,2005,00228618,Middle River,10614.9211139998
3094,2003,2005,00254998,Old River,595.930752613839
3095,2003,2005,00273488,San Joaquin River,14439.5139959419
3096,2004,2010,00218873,Bear River,3382.07026868841
3097,2004,2004,00220102,Bull Creek,4277.89839787008
3098,2004,2004,00226868,Larabee Creek,175.003537711772
3099,2004,2004,00228058,Maple Creek,8848.96511722179
3100,2004,2004,00265348,Redwood Creek,2561.51090110056
3101,2004,2010,,,353.32465400122
3102,2004,2010,,,182.411545466939
3103,2004,2005,00229693,North Fork Mad River,2122.64414687313
3104,2004,2007,00223423,Feather River,10969.062827407
3105,2004,2007,00228902,Mokelumne River,10.0538884470365
3106,2004,2007,00229744,North Mokelumne River,184.405048770259
3107,2004,2007,00235090,South Mokelumne River,334.283558217846
3108,2004,2007,01654949,Sacramento River,5520.50499791558
3109,2004,2007,,,407.978672988002
3110,2004,2007,,,776.699056983039
3111,2004,2007,,,456.463190704967
3112,2004,2007,,,764.871333317664
3113,2005,2005,00266887,Klamath River,12085.2235939544
3114,2005,2005,01654942,Scott River,3592.21973377974
3115,2005,2005,,,348.361131642182
3116,2005,2005,,,478.338181868088
3117,2005,2005,,,303.550334431755
3118,1956,2007,00253918,South Fork Eel River,2984.17268815625
3119,1961,2004,00254865,Lagunitas Creek,4519.84897001698
3120,1961,2004,,,22.2395197087589
3121,1956,2007,00253918,South Fork Eel River,2289.31859618754
3122,1961,2004,00218079,Albion River,936.035448421654
3123,1989,2007,00266887,Klamath River,9372.50157513448
3124,1999,2007,00225370,Hoag Slough,2329.0770060683
3125,1999,2007,00226676,Kopta Slough,286.591400739272
3126,1999,2007,01654949,Sacramento River,26402.3004575526
3127,1999,2007,,,725.010074817479
3128,1999,2007,,,747.278865622434
3129,1999,2007,,,858.982479296279
3130,1999,2007,,,617.289351942322
3131,1999,2007,,,1469.06088986439
3132,1999,2007,,,403.347860662679
3133,1999,2007,,,356.062521399464
3134,1999,2007,,,37.30915994647
3135,1999,2007,,,620.727899666862
3136,1999,2007,,,3810.12508641825
3137,1999,2007,,,1129.53386062951
3138,1999,2007,,,4176.33225907469
3139,1999,2007,,,386.94392663712
3140,1999,2007,,,2654.1247126517
3141,1999,2007,,,1577.86604466866
3142,1999,2007,,,1476.92102853714
3143,1956,2007,00253918,South Fork Eel River,8982.07201132052
3144,1956,2007,,,815.405930360186
3145,1956,2007,,,34.8314670917386
3146,1956,2007,,,501.003054962249
3147,1956,2007,,,436.799773799652
3148,1989,2007,00266887,Klamath River,2331.40129342284
3149,1956,2007,00226533,Kerr Creek,2.50416405663504
3150,1956,2007,00253918,South Fork Eel River,10089.3394820574
3151,1956,2007,,,1120.13865020528
3152,1956,2007,,,436.825191931811
3153,1989,2007,00266887,Klamath River,4728.68838399805
3154,1999,2007,00220175,Burch Creek,466.752192843423
3155,1999,2007,00233932,Glenn-Colusa Canal,4283.83963840705
3156,1999,2007,01654949,Sacramento River,21268.01354934
3157,1999,2007,01666119,Hoodlum Chute,2281.33553777741
3158,1999,2007,,,18.8703082397391
3159,1999,2007,,,1051.36763933852
3160,1999,2007,,,148.376970738643
3161,1999,2007,,,211.84953774704
3162,1999,2007,,,1174.50727919895
3163,1999,2007,,,203.54831842069
3164,1999,2007,,,488.738882316618
3165,1999,2007,,,650.53066271796
3166,1999,2007,,,297.441455439661
3167,1999,2007,,,3241.18949162193
3168,1999,2007,,,8301.8483460748
3169,1999,2007,,,1440.37318100957
3170,1999,2007,,,1359.01936696582
3171,1999,2007,,,1190.88025342981
3172,1999,2007,,,2096.35940662234
3173,1999,2007,,,1528.34244710573
3174,2001,2007,00249724,South Fork Trinity River,2661.91519970047
3175,1956,2007,00253918,South Fork Eel River,3464.23482944359
3176,1989,2007,00266887,Klamath River,1544.13409887769
3177,1999,2007,01654949,Sacramento River,6782.05969198463
3178,1999,2007,,,2693.92599491502
3179,1956,2007,00253918,South Fork Eel River,483.974999210236
3180,1989,2007,00266887,Klamath River,2397.8589128087
3181,1999,2007,00267782,Stony Creek,21.3638190599839
3182,2001,2007,00249724,South Fork Trinity River,889.552540297285
3183,2001,2007,,,2367.13122223588
3184,1956,2007,00253918,South Fork Eel River,8262.39095138583
3185,1964,2004,00235010,South Fork Gualala River,2663.43631482725
3186,1989,2007,00266887,Klamath River,3657.54750401497
3187,1999,2007,00267782,Stony Creek,7310.06866425196
3188,2001,2007,00249724,South Fork Trinity River,2114.47563212396
3189,1956,2007,00253918,South Fork Eel River,949.624791264685
3190,1964,2004,00235010,South Fork Gualala River,534.928417932391
3191,1967,2004,00224039,Garcia River,0.810517545176791
3192,1989,2007,00266887,Klamath River,2570.56938303898
3193,1967,2004,00224039,Garcia River,101.460904870286
3194,1989,2007,00266887,Klamath River,5159.40120685439
3195,1956,2007,00267200,Russian River,932.958055038927
3196,1959,2004,00234972,South Fork Big River,8316.11903478957
3197,1989,2007,00266887,Klamath River,8019.75940830165
3198,2001,2007,00249724,South Fork Trinity River,1107.90149594979
3199,1916,2006,00256059,Malibu Creek,127.93844093499
3200,1920,2005,00249134,Santa Ynez River,3601.7549617538
3201,1935,2005,00273633,Sespe Creek,2267.18658675931
3202,1935,2007,,,321.611022644099
3203,1940,2005,00271921,La Brea Creek,2.25929153437267
3204,1946,2005,00241041,Coyote Creek,4913.49566297596
3205,1946,2005,,,221.812371278991
3206,1946,2005,,,196.313118466851
3207,1946,2005,,,186.841363506832
3208,1946,2006,00250984,Ventura River,2216.79296998487
3209,1956,2005,00258743,Corte Madera Creek,2597.53723969222
3210,1956,2005,,,634.310880546528
3211,1956,2007,00223693,Forsythe Creek,786.453717316729
3212,1959,2004,00230640,Pieta Creek,98.9390159570309
3213,1961,2004,00229637,North Fork Albion River,2.0105985011576
3214,1961,2004,00234534,Rancheria Creek,710.123562177326
3215,1964,2004,00228139,Marshall Creek,3.46983223951414
3216,1966,2004,00237147,Wages Creek,268.991621927341
3217,1967,2005,00239744,Brush Creek,823.83952151624
3218,1972,2007,00226042,Jack Smith Creek,14.8477764824077
3219,1973,2004,00222846,East Austin Creek,281.350586876512
3220,1981,2004,00253912,Soquel Creek,234.879695251811
3221,1981,2005,00232397,San Francisquito Creek,7167.45403017716
3222,1985,2005,00255305,"Sequit, Arroyo",12.6018287572355
3223,1986,2004,00228238,Mattole River,1105.98205614456
3224,1986,2007,00227343,Little River,13.101284820924
3225,1987,2006,00235062,South Fork Usal Creek,112.263435983771
3226,1988,2004,00222935,East Waddell Creek,8.24268560817213
3227,1990,2004,00237879,Willow Creek,152.439737807366
3228,1991,2004,00234962,South Fork Albion River,2627.09703237275
3229,1993,2004,00228118,Mark West Creek,681.647289252146
3230,1993,2004,00231201,Ramon Creek,1720.48639989289
3231,1993,2004,00232563,Santa Rosa Creek,6432.93394718266
3232,1994,2004,00223642,Flynn Creek,1.31384231431825
3233,1994,2004,00223863,Freezeout Creek,105.495476483908
3234,1994,2004,00228592,Middle Fork Cottaneva Creek,34.1571312159723
3235,1994,2004,00254571,Aptos Creek,40.183221324395
3236,1994,2004,,,6.36829812847012
3237,1994,2004,238770,"Seco, Arroyo",2800.68165033121
3238,1994,2005,00224576,Green Valley Creek,16.6043474731943
3239,1994,2005,00232403,San Gregorio Creek,339.243715194457
3240,1994,2005,00234452,Pescadero Creek,198.357831310965
3241,1994,2007,00225083,Hayworth Creek,2705.065897923
3242,1995,2004,00217957,Ackerman Creek,24.6810652361335
3243,1995,2004,00223436,Felta Creek,683.409600459619
3244,1995,2004,00228686,Mill Creek,65.2194749591378
3245,1995,2004,,,3327.49023236671
3246,1996,2004,00219834,Briggs Creek,1902.84078977768
3247,1996,2004,00222756,Dutch Bill Creek,50.1920746052818
3248,1996,2004,00226280,John Smith Creek,2386.49950693447
3249,1996,2004,00232916,Sheephouse Creek,285.384411073608
3250,1996,2004,00237225,Ward Creek,2231.24750816184
3251,1996,2004,,,193.672249246426
3252,1997,2005,00273498,San Luis Obispo Creek,3876.09825840598
3253,1997,2006,00235032,South Fork Noyo River,80.918821253583
3254,1997,2006,00246003,Mission Creek,169.441489307226
3255,1998,1998,00267506,South Fork Smith River,1292.09477897385
3256,1998,2004,00224441,Grape Creek,228.718096814346
3257,1998,2004,00255113,North Fork Eel River,3549.82530891208
3258,1999,2005,00249525,Sisquoc River,1110.35311838601
3259,1999,2005,00272329,Manzana Creek,1141.85297879192
3260,2000,2004,00230373,Parlin Creek,463.468658618966
3261,2001,2001,00264060,New River,26336.5337514847
3262,2001,2005,00233727,Cottonwood Creek,1.55411011810123
3263,2002,2004,00231024,Prairie Creek,1407.75055751454
3264,2003,2004,00273405,Salinas River,19432.7815662151
3265,2003,2004,,,133.975161744521
3266,2003,2004,,,181.709177029604
3267,2003,2004,,,2309.57032259664
3268,2003,2004,,,1209.73039292342
3269,2003,2004,,,721.947884184962
3270,2003,2004,,,2638.8866629114
3271,2003,2004,,,668.210020460502
3272,2003,2004,,,996.273550689841
3273,2003,2004,,,231.756915547437
3274,2003,2004,,,312.87472912131
3275,2003,2004,,,738.431422101036
3276,2003,2004,,,701.226700083773
3277,2003,2005,00231742,Rock Slough,2119.62700995089
3278,2003,2005,00254998,Old River,18031.8429836353
3279,2003,2005,00273488,San Joaquin River,2696.48773861634
3280,2003,2005,,,2112.08380444911
3281,2003,2005,,,193.975026026325
3282,2003,2005,,,676.413585050063
3283,2003,2005,,,1053.00741371801
3284,2003,2005,,,4001.18029312818
3285,2003,2005,,,1352.54740086648
3286,2004,2010,00218873,Bear River,219.250457398453
3287,2004,2004,00226868,Larabee Creek,7039.154929551
3288,2004,2004,00228058,Maple Creek,1061.88834143406
3289,2004,2004,00255110,Napa River,9751.8081142658
3290,2004,2004,00265348,Redwood Creek,1042.01768073442
3291,2004,2004,,,875.049233104993
3292,2004,2004,,,215.22126562462
3293,2004,2005,00221697,Cow Creek,15845.7896286376
3294,2004,2005,00255115,North Fork Elk River,4655.07006390995
3295,2004,2005,,,248.47502642351
3296,2004,2005,,,252.414993094474
3297,2004,2005,,,355.472872979751
3298,2004,2007,00220358,Cache Slough,1539.29182770831
3299,2004,2007,00235090,South Mokelumne River,21219.878921518
3300,2005,2005,00264205,North Fork Salmon River,24584.4431674818
3301,2005,2005,00267500,South Fork Salmon River,6239.37009415146
3302,2005,2005,01654942,Scott River,13432.2737128916
3303,2005,2005,,,1022.27548618207
3304,2005,2005,,,204.717848480834
3305,2005,2005,,,162.162043545231
3306,2005,2005,,,137.893549368174
3307,2005,2005,,,138.218722114664
3308,2005,2005,,,88.6990703671492
3309,2005,2005,,,225.166315026769
3310,2005,2005,,,424.735153995585
3311,2005,2005,,,152.631116852031
3312,2005,2005,,,560.760532772418
3313,2005,2005,,,159.496730175242
3314,1956,2007,00267200,Russian River,3900.29285620258
3315,1959,2004,00234972,South Fork Big River,745.073314660038
3316,1989,2007,00266887,Klamath River,1098.04814260405
3317,1956,2007,00267200,Russian River,7364.99466802916
3318,1959,2004,00234972,South Fork Big River,38.0819821090474
3319,1999,2007,01654949,Sacramento River,6067.06561266968
3320,2001,2007,00249724,South Fork Trinity River,623.448072130403
3321,1967,2004,00224039,Garcia River,6047.19826831833
3322,2001,2007,00249724,South Fork Trinity River,2523.95931394222
3323,1956,2007,00267200,Russian River,1492.73107874496
3324,1999,2007,01654949,Sacramento River,32504.4536257378
3325,1999,2007,,,0.0444599809990879
3326,1999,2007,,,1151.002243862
3327,1999,2007,,,856.686557949733
3328,1999,2007,,,1540.92558782339
3329,1999,2007,,,2007.52152769288
3330,1999,2007,,,1186.25655018274
3331,2001,2007,00249724,South Fork Trinity River,9701.06413650675
3332,1998,2007,00249724,South Fork Trinity River,1441.31469531021
3333,1956,2007,00251974,Eel River,9058.24920778474
3334,1959,2004,00234972,South Fork Big River,4.41007070252202
3335,1998,2007,00249724,South Fork Trinity River,3498.66019633693
3336,1999,2007,01654949,Sacramento River,59742.3108236887
3337,1999,2007,,,579.980260474076
3338,1999,2007,,,241.479236615421
